ALLAN SCHINTU;ALLAN SCHINTU;Allan Schintu;Angelino Schintu ;その他;175cm;72kg;;
大塚 芳忠;おおつか ほうちゅう;Ohtsuka Houchu;大塚芳忠（よしただ）;大塚芳忠（よしただ）;1954年5月19日;60歳;岡山県;
大塚 みずえ;おおつか みずえ;Ohtsuka Mizue;大塚瑞恵&rarr;誕生日;年齢;出身地;身長;所属
大塚 有紀;おおつか ゆうき;Ohtsuka Yuuki;大塚侑希;3月7日;東京都;うお座;;
大津田 裕美;おおつだ ひろみ;Ohtsuda Hiromi;プリさん プリ姉;1976年10月31日;37歳;島根県;A型;
大坪 康亮;おおつぼ こうすけ;Ohtsubo Kosuke;3月27日;東京都;おひつじ座;;;
大坪 純子;おおつぼ じゅんこ;Ohtsubo Junko;3月10日;広島県;うお座;;;
大坪 由佳;おおつぼ ゆか;Otsubo Yuka;1993年6月11日;21歳;千葉県;ふたご座;;
大友 直人;おおとも なおと;Ohtomo Naoto;9月6日;埼玉県;O型;おとめ座;;
大友 萌;おおとも もえ;Ohtomo Moe;1991年11月7日;22歳;広島県;さそり座;;
大友 龍三郎;おおとも りゅうざぶろ;Ohtomo Ryuzaburo;1952年5月18日;62歳;東京都;A型;おうし座;
鳳 芳野;おおとり よしの;Ohtori Yoshino;加川三起;1947年3月19日;67歳;神奈川県;うお座;
大中 寛子;おおなか ひろこ;Ohnaka Hiroko;12月4日;東京都;154cm;いて座;;
大西 弘祐;おおにし こうすけ;Ohnishi Kousuke;5月7日;埼玉県;おうし座;;;
大西 沙織;おおにし さおり;Oonishi Saori;8月6日;千葉県;しし座;;;
大西 健晴;おおにし たけはる;Ohnishi Takeharu;1967年7月8日;47歳;奈良県;かに座;;
大西 望;おおにし のぞみ;Oonishi Nozomi;8月3日;岡山県;しし座;;;
大沼 誉;おおぬま すぐる;Ohnuma Suguru;9月26日;大阪府;てんびん座;;詳細;
大野 エリ;おおの えり;Ohno Eri;1971年2月7日;43歳;茨城県;みずがめ座;;
大野 佐和;おおの さわ;Ohno Sawa;6月9日;福島県;ふたご座;;詳細;
大野 まりな;おおの まりな;Ohno Marina;松本裕美 &rarr;誕生日;年齢;出身地;血液型;所属
大野 由佳;おおの ゆか;Ohno Yuka;5月25日;東京都;ふたご座;;;
大橋 彩香;おおはし あやか;Oohashi Ayaka;1994年9月13日;20歳;東京都;159cm;A型;
大橋 歩夕;おおはし あゆる;Ohashi Ayuru;仲井絵里香;1984年4月28日;30歳;東京都;154cm;おうし座
大橋 隆昌;おおはし たかまさ;Oohashi Takamasa;1975年1月6日;39歳;大阪府;やぎ座;;
大畑 伸太郎;おおはた しんたろう;Ohhata Shintaro;1975年10月6日;39歳;島根県;てんびん座;;
大原 さやか;おおはら さやか;Oohara Sayaka;1975年12月6日;38歳;神奈川県;158cm;B型;
大原 崇;おおはら たかし;Ohara Takashi;梅小路ピンポン;1978年4月9日;36歳;神奈川県;165cm;おひつじ座
大原 めぐみ;おおはら めぐみ;Ohhara Megumi;1975年4月16日;39歳;東京都;156cm;O型;
大原 桃子;おおはら ももこ;Ohara Momoko;1988年3月12日;26歳;神奈川県;152cm;B型;
大羽 武士;おおば たけし;Ooba Takeshi;7月24日;石川県;しし座;;;
大場 真人;おおば まひと;Ohba Mahito;1961年3月4日;53歳;北海道;うお座;;
大林 洋平;おおばやし ようへい;Oobayashi Youhei;1976年7月29日;38歳;東京都;しし座;;
大林 隆介;おおばやし りゅうすけ;Ohbayashi Ryusuke;大林隆介 &rarr;;	;;;
大平 透;おおひら とおる;Ohhira Toru;1929年9月24日;85歳;東京都;O型;てんびん座;
大前 茜;おおまえ あかね;Ohmae Akane;1982年8月21日;32歳;埼玉県;147cm;しし座;特技
大水 忠相;おおみず ただすけ;Oomizu Tadasuke;2月14日;長崎県;みずがめ座;;;
大宮 悌二;おおみや ていじ;Ohmiya Teiji;1928年11月22日;1994年12月23日;66歳;東京都;175cm;
大村 歌奈;おおむら かな;Oomura Kana;大村香奈子;10月17日;兵庫県;160cm;O型;
大室 佳奈;おおむろ かな;Ohmuro Kana;2月10日;広島県;A型;みずがめ座;;
大本 眞基子;おおもと まきこ;Ohmoto Makiko;1973年2月1日;41歳;岡山県;B型;みずがめ座;特技
大本 命;おおもと みこと;Oomoto Mikoto;1975年12月14日;38歳;北海道;いて座;;
大森 章督;おおもり あきまさ;Ohmori Akimasa;1956年3月4日;58歳;富山県;うお座;;
大矢 兼臣;おおや かねおみ;ooya kaneomi;1934年6月23日;80歳;東京都;A型;かに座;
大山 高男;おおやま たかお;Ohyama Takao;1944年2月22日;70歳;北海道;171cm;うお座;
大山 鎬則;おおやま たかのり;Ohyama Takanori;1974年3月8日;40歳;愛知県;159cm;A型;
大山 のぶ代;おおやま のぶよ;Ooyama Nobuyo;1936年10月16日;78歳;東京都;O型;てんびん座;
大山 尚雄;おおやま ひさお;Ohyama Hisao;1958年3月19日;56歳;東京都;170cm;O型;
大山 豊;おおやま ゆたか;Ooyama Yutaka;1928年12月5日;85歳;東京都;いて座;;
おおらい やすこ;おおらい やすこ;Ohrai Yasuko;徃頼保子;1978年1月27日;36歳;兵庫県;みずがめ座;詳細
大和田 伸也;おおわだ しんや;Ohwada Shinya;1947年10月25日;67歳;福井県;175cm;A型;
大和田 仁美;おおわだ ひとみ;Ohwada Hitomi;3月23日;神奈川県;152cm;B型;おひつじ座;
岡江 久美子;おかえ くみこ;Okae Kumiko;1956年8月23日;58歳;東京都;156cm;AB型;
岡 和男;おか かずお;Oka Kazuo;1948年1月15日;66歳;埼玉県;やぎ座;;
岡崎 展久;おかざき のぶひさ;Okazaki Nobuhisa;岡崎浩一;1960年1月11日;54歳;兵庫県;172cm;
岡崎 雅紘;おかざき まさひろ;Okazaki Masahiro;9月30日;東京都;てんびん座;;;
岡崎 雄飛;おかざき ゆうひ;Okazaki Yuuhi;8月24日;千葉県;おとめ座;;;
岡崎 律子;おかざき りつこ;Okazaki Ritsuko;1959年12月29日;2004年5月5日;44歳;長崎県;158cm;やぎ座
岡嶋 妙;おかじま たえ;Okajima Tae;遠野そよぎ;10月2日;香川県;B型;てんびん座;趣味
岡田 栄美;おかだ えいみ;Okada Eimi;1984年12月6日;29歳;東京都;いて座;;
岡田 加奈子;おかだ かなこ;Okada Kanako;3月16日;北海道;うお座;;;
岡田 佐知恵;おかだ さちえ;Okada Sachie;9月3日;埼玉県;A型;おとめ座;;
岡田 幸子;おかだ さちこ;Okada Sachiko;1980年4月5日;34歳;島根県;A型;おひつじ座;趣味
岡田 純子;おかだ じゅんこ;Okada Junko;桜井美鈴;1973年5月23日;41歳;愛知県;151cm;ふたご座
岡田 貴之;おかだ たかゆき;Okada Takayuki;1975年4月2日;39歳;群馬県;O型;おひつじ座;
岡田 恵;おかだ めぐみ;Okada Megumi;1月20日;愛知県;167cm;A型;みずがめ座;
岡田 吉弘;おかだ よしひろ;Okada Yoshihiro;緒方愛香;1952年7月10日;62歳;広島県;173cm;
岡 哲也;おか てつや;Oka Tetsuya;9月17日;京都府;おとめ座;;;
岡野 浩介;おかの こうすけ;Okano Kousuke;1969年10月14日;45歳;東京都;A型;てんびん座;好きなもの
岡林 史泰;おかばやし ふみひろ;Okabayashi Fumihiro;1978年4月9日;36歳;東京都;おひつじ座;;
岡 寛恵;おか ひろえ;Oka Hiroe;岡谷章子;1968年6月8日;46歳;東京都;162cm;ふたご座
岡部 涼音;おかべ すずね;Okabe Suzune;1984年11月4日;29歳;千葉県;158cm;さそり座;趣味
岡部 政明;おかべ まさあき;Okabe Masaaki;1932年2月16日;82歳;北海道;170cm;みずがめ座;
岡 雅子;おか まさこ;Oka Masako;岡真佐子;1月2日;愛媛県;やぎ座;;
岡 美智恵;おか みちえ;Oka Michie;1981年6月17日;33歳;高知県;155cm;ふたご座;
岡村 明美;おかむら あけみ;Okamura Akemi;1969年3月12日;45歳;東京都;O型;うお座;
岡本 麻見;おかもと あさみ;Okamoto Asami;1974年12月22日;39歳;東京都;153cm;A型;
岡本 ナミ;おかもと なみ;Okamoto Nami;岡本奈美;1977年5月2日;37歳;埼玉県;おうし座;
岡本 信彦;おかもと のぶひこ;Okamoto Nobuhiko;1986年10月24日;28歳;東京都;168cm;B型;
岡本 寛志;おかもと ひろし;Okamoto Hiroshi;1977年8月27日;37歳;奈良県;O型;おとめ座;特技
岡本 麻弥;おかもと まや;Okamoto Maya;1967年2月3日;47歳;東京都;160cm;B型;
岡本 茉莉;おかもと まり;Okamoto Mari;野田睦美;1954年10月31日;59歳;東京都;154cm;B型
岡本 未来;おかもと みらい;Okamoto Mirai;10月11日;神奈川県;168cm;B型;てんびん座;
岡本 嘉子;おかもと よしこ;Okamoto Yoshiko;7月4日;東京都;かに座;;;
岡森 諦;おかもり あきら;Okamori Akira;1961年10月5日;53歳;神奈川県;179cm;O型;
小笠原 亜里沙;おがさわら ありさ;Ogasawara Arisa;1980年9月30日;34歳;東京都;O型;てんびん座;趣味
小笠原 早紀;おがさわら さき;Ogasawara Saki;3月29日;青森県;A型;おひつじ座;;
小笠原 淳;おがさわら じゅん;Ogasawara Jun;9月15日;大阪府;おとめ座;;;
小笠原 茉莉;おがさわら まり;Ogasawara Mari;1989年3月8日;25歳;東京都;151cm;うお座;趣味
緒方 かな子;おがた かなこ;Ogata Kanako;中條かな子;1973年3月4日;41歳;広島県;162cm;うお座
緒方 賢一;おがた けんいち;Ogata Kenichi;1942年3月29日;72歳;福岡県;A型;おひつじ座;趣味
緒方 文興;おがた ぶんこう;Ogata Bunkou;1960年8月28日;54歳;熊本県;A型;おとめ座;タグ
尾形 雅宏;おがた まさひろ;Ogata Masahiro;1972年5月5日;42歳;千葉県;おうし座;;
小形 満;おがた みつる;Ogata Mitsuru;1961年3月24日;53歳;青森県;おひつじ座;;宿海篤
緒方 恵美;おがた めぐみ;Ogata Megumi;1965年6月6日;49歳;東京都;168cm;B型;
小川 綾子;おがわ あやこ;Ogawa Ayako;10月3日;埼玉県;てんびん座;;詳細;
小川 一樹;おがわ かずき;Ogawa Kazuki;1979年8月17日;35歳;兵庫県;AB型;しし座;
小川 真司;おがわ しんじ;Ogawa Shinji;小川治彦;1941年2月19日;73歳;東京都;O型;
小川 慎太郎;おがわ しんたろう;Ogawa Shintaro;1991年5月15日;23歳;茨城県;おうし座;;
小川 輝晃;おがわ てるあき;Ogawa Teruaki;1968年8月29日;46歳;大阪府;177cm;A型;
小川 智代;おがわ ともよ;Ogawa Tomoyo;3月25日;東京都;おひつじ座;;趣味;
小河 正史;おがわ まさし;Ogawa Masasi;1977年2月3日;37歳;兵庫県;168cm;みずがめ座;
小川 真奈;おがわ まな;Ogawa Mana;おがまな;1993年7月2日;21歳;埼玉県;160cm;かに座
置鮎 龍太郎;おきあゆ りょうたろう;Okiayu Ryotaro;おっきー;1969年11月17日;44歳;福岡県;170cm;さそり座
沖 佳苗;おき かなえ;Oki Kanae;1984年7月20日;30歳;高知県;165cm;かに座;趣味
沖田 蒼樹;おきた そうじゅ;Okita Soujyu;小菅裕治;小菅裕治;1975年2月10日;39歳;群馬県;64kg
興津 和幸;おきつ かずゆき;Okitsu Kazuyuki;1980年3月8日;34歳;兵庫県;175cm;うお座;趣味
掟 ポルシェ;おきて ぽるしぇ;Okite Porsche;1968年5月13日;46歳;北海道;A型;おうし座;タグ
隠岐 めぐみ;おき めぐみ;Oki Megumi;6月5日;東京都;ふたご座;;;
荻沢 俊彦;おぎさわ としひこ;Ogisawa Toshihiko;10月13日;青森県;てんびん座;;;
荻野 晴朗;おぎの せいろう;Ogino Seirou;1971年10月10日;43歳;東京都;てんびん座;;
荻原 秀樹;おぎはら ひでき;Ogihara Hideki;荻さん、半目ラブチキン;小池竹蔵;1972年11月29日;41歳;東京都;いて座
奥以 桃子;おくい ももこ;Okui Momoko;辻桃子;1968年3月7日;46歳;長崎県;うお座;特技
奥島 和美;おくしま かずみ;Okushima Kazumi;1974年10月15日;40歳;兵庫県;AB型;てんびん座;
奥田 啓人;おくだ けいじん;Okuda Keijin;オクダーマン;1972年1月27日;42歳;東京都;A型;
奥田 民義;おくだ たみよし;Okuda Tamiyoshi;1956年1月26日;58歳;広島県;みずがめ座;;
奥野 香耶;おくの かや;Okuno Kaya;1991年3月1日;23歳;岩手県;うお座;;特技
奥原 彩;おくはら あや;Okuhara Aya;12月27日;長野県;やぎ座;;;
奥 真紀子;おく まきこ;Oku Makiko;1974年5月15日;40歳;東京都;おうし座;;
奥 正史;おく まさし;Oku Masashi;3月11日;千葉県;AB型;うお座;;
奥村 翔;おくむら しょう;Okumura Syo;10月11日;愛知県;てんびん座;;;
小口 久仁子;おぐち くにこ;Oguchi Kuniko;1963年9月30日;51歳;長野県;161cm;B型;
小倉 唯;おぐら ゆい;Ogura Yui;1995年8月15日;19歳;群馬県;150cm;A型;
小栗 旬;おぐり しゅん;Oguri Syun;1982年12月26日;31歳;東京都;O型;やぎ座;
小栗 雄介;おぐり ようすけ;Oguri Yousuke;1970年9月18日;44歳;静岡県;おとめ座;;
尾小平 志津香;おこひら しずか;Okohira Shizuka;1968年10月6日;46歳;広島県;169cm;A型;
長 洋平;おさ ようへい;Osa Youhei;5月28日;東京都;ふたご座;;趣味;
尾崎 淳;おざき じゅん;Ozaki Zyun;1973年6月17日;41歳;大阪府;A型;ふたご座;詳細
尾崎 裕紀;おざき ひろき;Ozaki Hiroki;1986年5月6日;28歳;兵庫県;おうし座;;
尾崎 真実;おざき まみ;Ozaki Mami;3月22日;千葉県;162cm;O型;おひつじ座;
尾崎 恵;おざき めぐみ;Ozaki Megumi;1978年12月7日;35歳;愛知県;いて座;;
尾崎 麗奈;おざき れいな;Ozaki Reina;2月13日;神奈川県;みずがめ座;;;
小澤 亜李;おざわ あり;Ozawa Ari;8月10日;東京都;しし座;;;
小沢 和之;おざわ かずゆき;Ozawa Kazuyuki;1969年6月18日;45歳;大阪府;A型;ふたご座;趣味
小沢 寿美恵;おざわ すみえ;Ozawa Sumie;小林サク子;小沢咲子、小沢さき子、小沢紗季子、小沢左生子;1935年3月9日;79歳;神奈川県;47kg
小沢 友誉;おざわ ともよ;Ozawa Tomoyo;1942年5月28日;72歳;東京都;ふたご座;;
小澤 瑞季;おざわ みずき;Ozawa Mizuki;5月11日;東京都;おうし座;;;
小澤 豊;おざわ ゆたか;Ozawa Yutaka;1975年9月16日;39歳;千葉県;おとめ座;;
押谷 芽衣;おしたに めい;Oshitani Mei;1980年5月2日;34歳;おうし座;;;
押田 浩幸;おしだ ひろゆき;Oshida Hiroyuki;1961年3月23日;53歳;神奈川県;B型;おひつじ座;
尾高 もえみ;おたか もえみ;Otaka Moemi;1989年7月28日;25歳;愛知県;A型;しし座;趣味
小田井 涼平;おだい りょうへい;Odai Ryohei;涼平;1971年2月23日;43歳;兵庫県;188cm;うお座
織田 一穂;おだ かずほ;Oda Kazuho;3月26日;千葉県;163cm;B型;おひつじ座;
小田柿 悠太;おだがき ゆうた;Odagaki Yuuta;ガッキー、おだがきさん;1984年7月29日;30歳;神奈川県;168cm;
小田木 美恵;おだぎ みえ;Odagi Mie;1966年3月11日;48歳;静岡県;160cm;A型;
織田 圭祐;おだ けいすけ;Oda Keisuke;よし兄;藤田よしのり、藤田圭宣;1976年10月27日;38歳;青森県;さそり座
小田 靜枝;おだ しずえ;Oda Shizue;1964年2月15日;50歳;広島県;みずがめ座;;
小田 珠実;おだ たまみ;Oda Tamami;1月7日;埼玉県;やぎ座;;;
小田 敏充;おだ としみつ;Oda Toshimitsu;1979年4月23日;35歳;石川県;180cm;O型;
小田 久史;おだ ひさふみ;Oda Hisafumi;1981年3月2日;33歳;広島県;160cm;A型;
織田 芙実;おだ ふみ;Oda Fumi;9月10日;大阪府;おとめ座;;;
小田 真由美;おだ まゆみ;Oda Mayumi;3月2日;鹿児島県;A型;うお座;;
小田 美智子;おだ みちこ;Oda Michiko;1975年2月9日;39歳;大阪府;A型;みずがめ座;
織田 優成;おだ ゆうせい;Oda Yusei;有馬克明;有馬克明;1969年9月19日;45歳;宮城県;A型
落合 弘治;おちあい こうじ;Ochiai Koji;1966年2月4日;48歳;東京都;A型;みずがめ座;
落合 るみ;おちあい るみ;Ochiai Rumi;1973年3月6日;41歳;愛知県;うお座;;
 乙葉; おとは;Otoha;藤井和代;1981年1月28日;33歳;長野県;157cm;みずがめ座
音宮 つばさ;おとみや つばさ;Otomiya Tsubasa;1978年6月20日;36歳;東京都;160cm;O型;
鬼塚 真吾;おにづか しんご;Onizuka Shingo;1月26日;兵庫県;170cm;みずがめ座;;
斧 アツシ;おの あつし;Ono Atsushi;1961年9月9日;53歳;神奈川県;O型;おとめ座;
小野 綾子;おの あやこ;Ono Ayako;2月20日;福島県;O型;うお座;;
尾上 翔;おのうえ つばさ;Onoue Tsubasa;10月18日;長崎県;てんびん座;;;
小野 健一;おの けんいち;Ono Kenichi;小野喜久男;1958年1月11日;56歳;東京都;180cm;やぎ座
小野 賢章;おの けんしょう;Ono Kensho;1989年10月5日;25歳;福岡県;167cm;47kg;てんびん座
小野坂 昌也;おのさか まさや;Onosaka Masaya;1964年10月13日;50歳;大阪府;170cm;O型;
小野 丈夫;おの たけお;Ono Takeo;1939年11月29日;74歳;東京都;いて座;;
小野 大輔;おの だいすけ;Ono Daisuke;おのでぃ;中本伸輔、鼠後輩;1978年5月4日;36歳;高知県;O型
小野塚 貴志;おのづか たかし;Onoduka Takashi;1974年2月1日;40歳;みずがめ座;;;
小野寺 啓子;おのでら けいこ;Onodera Keiko;1964年8月17日;50歳;千葉県;しし座;;
小野寺 麻理子;おのでら まりこ;Onodera Mariko;1973年2月22日;41歳;大阪府;B型;うお座;
小野 英昭;おの ひであき;Ono Hideaki;1962年8月31日;52歳;東京都;おとめ座;;
小野 未喜;おの みき;Ono Miki;小野美幸;1964年4月28日;50歳;おうし座;;
小野 友樹;おの ゆうき;Ono Yuki;1984年6月22日;30歳;静岡県;AB型;かに座;特技
小野 徳己;おの よしき;Ono Yoshiki;12月3日;愛知県;A型;いて座;;
小野 涼子;おの りょうこ;Ono Ryoko;五行なずな;1977年6月22日;37歳;神奈川県;A型;
小原 乃梨子;おはら のりこ;Ohara Noriko;戸部法子;1935年10月2日;79歳;北海道;O型;
小幡 あけみ;おばた あけみ;Obata Akemi;11月6日;東京都;158cm;さそり座;;
小幡 記子;おばた のりこ;Obata Noriko;1月3日;千葉県;やぎ座;;;
小幡 真裕;おばた まゆ;Obata Mayu;1992年6月4日;22歳;東京都;160cm;50kg;
小幡 洋子;おばた ようこ;Obata Yoko;1968年10月17日;46歳;東京都;158cm;A型;
小原 雅人;おばら まさと;Obara Masato;織原雅人;1965年8月25日;49歳;東京都;A型;
小尾 元政;おび ゆきまさ;Obi Yukimasa;1978年9月22日;36歳;北海道;164cm;O型;
小見川 千明;おみがわ ちあき;Omigawa Chiaki;1989年11月11日;24歳;神奈川県;O型;さそり座;趣味
おみむら まゆこ;おみむら まゆこ;Omimura Mayuko;宝福美奈子;おみまゆ、おーみー、珍獣まゆごん、おみまる;麻績村まゆ子;1976年10月26日;38歳;156cm
小室 正幸;おむろ まさゆき;Omuro Masayuki;1948年3月6日;66歳;石川県;173cm;うお座;
小山田 こう;おやまだ こう;Oyamada Ko;小山田浩子、おやまだひろこ;1978年6月6日;36歳;岐阜県;162cm;
折笠 愛;おりかさ あい;Orikasa Ai;折笠きく江;1963年12月12日;50歳;東京都;154cm;いて座
折笠 奈緒美;おりかさ なおみ;Orikasa Naomi;1981年3月3日;33歳;東京都;O型;うお座;
折笠 富美子;おりかさ ふみこ;Orikasa Fumiko;1974年12月27日;39歳;東京都;157cm;A型;
折戸 マリ;おりと まり;Orito Mari;7月25日;東京都;しし座;;趣味;
織部 ゆかり;おりべ ゆかり;Oribe Yukari;2月5日;愛知県;みずがめ座;;;
尾張 由美子;おわり ゆみこ;Owari Yumiko;1984年12月4日;29歳;北海道;151cm;いて座;
 イッキ; イッキ;Ikki;1972年1月7日;42歳;埼玉県;やぎ座;;
榎 あづさ;えのき あづさ;Enoki Azusa ;片岡あづさ;1988年3月16日;26歳;千葉県;160cm;うお座
甲斐田 裕子;かいだ ゆうこ;Kaida Yuko;1980年1月14日;34歳;神奈川県;167cm;O型;
甲斐田 ゆき;かいだ ゆき;Kaida Yuki;甲斐田さん、にっきぃ;11月30日;東京都;154cm;いて座;趣味
鶏内 一也;かいち かずや;Kaiti Kazuya;12月19日;広島県;いて座;;;
鷄冠井 美智子;かいでん みちこ;Kaiden Michiko;6月24日;青森県;かに座;;特技;
海東 健;かいとう けん;Kaitou Ken;1979年4月5日;35歳;東京都;178cm;B型;
貝原 怜奈;かいはら れいな;Kaihara Reina;1981年1月21日;33歳;東京都;155cm;みずがめ座;趣味
海保 えりか;かいほ えりか ;Kaiho Erika;海保絵果;12月6日;岩手県;いて座;;
かかず ゆみ;かかず ゆみ;Kakazu Yumi;嘉数由美;1973年6月18日;41歳;埼玉県;159cm;ふたご座
利田 優子;かがた ゆうこ;Kagata Yuko;1974年8月7日;40歳;愛知県;O型;しし座;
鏡 優雅;かがみ ゆうが;Kagami Yuuga;7月11日;埼玉県;かに座;;;
各務 立基;かがみ りき;Kagami Riki;6月25日;東京都;かに座;;;
加賀谷 純一;かがや じゅんいち;Kagaya Jyunichi;1945年2月20日;69歳;秋田県;うお座;;
佳川 紘子;かがわ こうこ;Kagawa Kouko;菊池紘子;1942年10月6日;72歳;東京都;てんびん座;
香川 葉月;かがわ はづき;Kagawa Hazuki;香川佳子;1972年9月14日;42歳;兵庫県;おとめ座;
垣坂 翔太;かきさか しょうた;Kakisaka Syota;1989年1月21日;25歳;神奈川県;165cm;O型;
柿原 徹也;かきはら てつや;Kakihara Tetsuya;かっきー;1982年12月24日;31歳;その他;169cm;やぎ座
柿沼 紫乃;かきむら しの;Kakimura Shino;1965年10月27日;49歳;東京都;157cm;A型;
角田 紗里;かくた さり;Kakuta Sari;5月26日;兵庫県;152cm;ふたご座;;
角田 雄二郎;かくだ ゆうじろう;Kakuda Yuujiro;5月2日;神奈川県;おうし座;;詳細;
賀來 俊胤;かく としつぐ;Kaku Toshitsugu;8月27日;熊本県;174cm;おとめ座;;
加隈 亜衣;かくま あい;Kakuma Ai;9月9日;福岡県;164cm;O型;おとめ座;
角元 明日香;かくもと あすか;Kakumoto Asuka;1992年4月8日;22歳;埼玉県;おひつじ座;;
花倉 洸幸;かぐら ひろゆき;Kagura Hiroyuki;12月24日;兵庫県;やぎ座;;趣味;
掛川 裕彦;かけがわ ひろひこ;Kakegawa Hirohiko;1964年10月11日;50歳;埼玉県;てんびん座;;
梯 篤司;かけはし あつし;Kakehashi Atsushi;1978年12月20日;35歳;北海道;170cm;O型;
景浦 大輔;かげうら だいすけ;Kagwura Daisuke;佐々木大輔;1981年5月11日;33歳;千葉県;180cm;
影平 隆一;かげひら りゅういち;Kagehira Ryuuichi;1976年10月10日;38歳;長崎県;170cm;O型;
影山 ヒロノブ;かげやま ひろのぶ;Kageyama Hironobu;景山浩宣;影ちゃん、長老;1961年2月18日;53歳;大阪府;みずがめ座
陰山 真寿美;かげやま ますみ;Kageyama Masumi;1月11日;京都府;やぎ座;;特技;
籠瀬 千恵子;かごせ ちえこ;Kagose Chieko;12月8日;茨城県;いて座;;趣味;
笠井 律子;かさい りつこ;Kasai Rituko;12月18日;北海道;いて座;;;
笠原 あきら;かさはら あきら;Kasahara Akira;小坂あきら;11月9日;神奈川県;O型;さそり座;趣味
笠原 幸之助;かさはら こうのすけ;Kasahara Kounosuke;3月2日;岐阜県;うお座;;詳細;
笠原 知夏;かさはら ちなつ;Kasahara Chinatsu;1978年8月24日;36歳;群馬県;おとめ座;;
笠原 弘子;かさはら ひろこ;Kasahara Hiroko;1970年2月19日;44歳;東京都;155cm;A型;
笠原 竜司;かさはら りゅうじ;Kasahara Ryuji;1967年5月4日;47歳;神奈川県;180cm;AB型;
笠原 留美;かさはら るみ;Kasahara Rumi;1970年3月8日;44歳;新潟県;A型;うお座;特技
風間 健太郎;かざま けんたろう;Kazama Kentaro;1980年10月14日;34歳;埼玉県;てんびん座;;詳細
風間 信彦;かざま のぶひこ;Kazama Nobuhiko;7月18日;長野県;かに座;;;
風間 秀郎;かざま ひでお;Kazama Hideo;1968年6月23日;46歳;埼玉県;かに座;;
風間 勇刀;かざま ゆうと;Kazama Yuto;新野敦史;1970年9月30日;44歳;東京都;178cm;B型
風間 リチャ．;かざま りちゃ．;Kazama Richa.;7月19日;東京都;かに座;;;
風村 綾乃;かざむら あやの;Kazamura Ayano;7月5日;宮城県;O型;かに座;;
樫井 笙人;かしい しょうと;Kashii Shouto;1968年7月25日;46歳;神奈川県;しし座;;
柏野 昌俊;かしの まさとし;Kashino Masatoshi;3月31日;東京都;おひつじ座;;;
柏山 奈々美;かしやま ななみ;Kashiyama Nanami;12月27日;B型;やぎ座;;;
柏木 陽;かしわぎ あきら;Kashiwagi Akira;1970年11月6日;43歳;東京都;173cm;75kg;さそり座
柏木 弘美;かしわぎ ひろみ;Kasiwagi Hiromi;1985年2月14日;29歳;北海道;161cm;O型;
柏木 美優;かしわぎ みゆう;Kashiwagi Miyuu;1987年7月25日;27歳;神奈川県;O型;しし座;趣味
カシワクラ ツトム;かしわくら つとむ;Kashiwakura Tsutomu;柏倉つとむ;1966年3月1日;48歳;神奈川県;うお座;タグ
梶川 翔平;かじかわ しょうへい;Kazikawa Shohei;小林翔平;6月20日;大阪府;A型;ふたご座;
梶田 夕貴;かじた ゆうき;Kajita Yuuki;金田まひる;10月21日;愛知県;154cm;B型;
梶 哲也;かじ てつや;Kaji Tetsuya;能勢山誠一;1926年5月12日;2005年8月22日;79歳;東京都;おうし座
梶村 ひろこ;かじむら ひろこ;Kajimura Hiroko;梶村泰子;1972年4月28日;42歳;奈良県;O型;
梶山 はる香;かじやま はるか;Kajiyama Haruka;4月19日;東京都;おひつじ座;;;
梶 裕貴;かじ ゆうき;Kaji Yuuki;カジカジ、かじくん;1985年9月3日;29歳;東京都;170cm;おとめ座
梶原 彰;かじわら あきら;Kajiwara Akira;3月5日;神奈川県;うお座;;詳細;
梶原 由三子;かじわら ゆみこ;Kajiwara Yumiko;1月23日;宮崎県;みずがめ座;;詳細;
粕谷 雄太;かすや ゆうた;Kasuya Yuuta;魚君;1985年12月25日;28歳;東京都;やぎ座;特技
一馬 芳和;かずま よしかず;Kazuma Yoshikazu;8月1日;神奈川県;しし座;;趣味;
加勢田 進;かせだ すすむ;Kaseda Susumu;1969年3月1日;45歳;福岡県;うお座;;
加瀬 康之;かせ やすゆき;Kase Yasuyuki;1971年3月14日;43歳;東京都;170cm;O型;
片石 千春;かたいし ちはる;Kataishi Chiharu;埼玉県;;;;;
片浦 寛子;かたうら ひろこ;Kataura Hiroko;1974年1月9日;40歳;山口県;やぎ座;;
片岡 千珠;かたおか ちず;kataoka　Chizu;ちずきち;1975年2月13日;39歳;滋賀県;B型;
片岡 富枝;かたおか とみえ;Kataoka Tomie;1944年11月2日;69歳;千葉県;157cm;A型;
片岡 身江;かたおか みえ;Kataoka Mie;片岡みえ;1972年4月14日;42歳;神奈川県;O型;
片貝 薫;かたかい かおる;Katakai Kaoru;4月4日;大阪府;156cm;B型;おひつじ座;趣味
片貝 まこ;かたがい まこ;Katagai Mako;群馬県;;詳細;;;
片桐 健太;かたぎり けんた;Katagiri Kenta;10月10日;埼玉県;てんびん座;;;
片桐 真衣;かたぎり まい;Katagiri Mai;1967年5月20日;47歳;大阪府;158cm;A型;
片桐 勇介;かたぎり ゆうすけ;Katagiri Yuusuke;ギリギリくん;1984年9月20日;30歳;東京都;A型;
片山 加奈;かたやま かな;Katayama Kana;1985年7月27日;29歳;埼玉県;しし座;;特技
勝 杏里;かつ あんり;Katsu Anri;1977年7月3日;37歳;東京都;177cm;A型;
